,cluster,cline,drug,Emax_normalized,AAr,IC50,logEC50,Emax
4429,[1],DMS53,Bleomycin,87.79001308,0.020581586,,-5.1123827,86.99605685
4430,[3],DMS79,Bleomycin,-14.00129667,0.460939085,1.23E-05,-4.721246399,-14.59190634
4431,[4],NCIH1048,Bleomycin,-13.74181142,0.65401012,2.55E-06,-5.515700161,-12.28280181
4432,[3],NCIH1092,Bleomycin,88.32270669,0.150275114,,-5.974694135,92.40355516
4433,[3],NCIH1105,Bleomycin,44.29602922,0.33292854,3.39E-05,-5.455931956,47.19852459
4434,[4],NCIH1341,Bleomycin,64.19578197,0.198262378,,-5.477555766,63.15536153
4435,[3],NCIH1436,Bleomycin,10.33571326,0.475795361,2.33E-05,-4.835647144,9.859412641
4436,[3],NCIH146,Bleomycin,36.42570064,0.371183933,2.97E-06,-5.583359493,30.23816907
4437,[3],NCIH1618,Bleomycin,-56.75768031,2.198586567,2.35E-07,-5.018181393,-81.78454962
4438,[2],NCIH1694,Bleomycin,57.02276805,0.19272078,,-5.387216143,57.9692851
4439,[3],NCIH1836,Bleomycin,76.41434447,0.06782566,,-5.139661993,78.84993838
4440,[3],NCIH1876,Bleomycin,2.081024851,1.704232976,1.90E-07,-6.73754891,2.056875424
4441,[3],NCIH1930,Bleomycin,35.52060409,0.421752972,1.09E-05,-5.528708289,35.36068835
4442,[4],NCIH196,Bleomycin,81.54958111,0.194783529,,-5.987162775,83.4900476
4443,[3],NCIH1963,Bleomycin,20.71174199,0.781177289,2.18E-06,-5.920818754,18.64993259
4444,[1],NCIH2029,Bleomycin,97.32272918,0.12105374,,-7.476253533,104.0407636
4445,[4],NCIH2066,Bleomycin,53.7267016,0.31594218,,-5.657577319,53.64847953
4446,[3],NCIH2081,Bleomycin,-11.52460483,1.696825572,2.62E-07,-6.437707136,-10.82470171
4447,[3],NCIH209,Bleomycin,38.54768729,0.332665638,9.90E-05,-5.074172425,36.77146969
4448,[4],NCIH211,Bleomycin,-2.409785851,1.357740627,5.43E-07,-6.235077015,-2.933412354
4449,,NCIH2141,Bleomycin,74.62710011,0.241468853,,-5.93930216,71.5975273
4450,[2],NCIH2171,Bleomycin,11.57094693,0.547641334,5.92E-06,-5.378823718,11.34969788
4451,[2],NCIH446,Bleomycin,50.05402092,0.276023689,,-5.515700161,47.34547741
4452,[1],NCIH510,Bleomycin,19.02372131,0.286570378,8.79E-06,-5.214670165,18.68290573
4453,[2],NCIH524,Bleomycin,-203.640861,0.382008868,5.50E-06,-4.634512015,-197.0146295
4454,[2],NCIH526,Bleomycin,26.05927416,0.310089714,4.28E-06,-5.419075024,24.26620541
4455,[3],NCIH69,Bleomycin,31.21934152,1.005831321,7.03E-07,-6.459670525,32.61180698
4456,,NCIH69/CPR,Bleomycin,71.680671,0.236493346,,-5.832682665,72.84809603
4457,,NCIH69/LX10,Bleomycin,45.22235742,0.641604283,6.58E-06,-6.14691047,44.53377801
4458,,NCIH69VCR/R,Bleomycin,91.83466139,0.507659139,,-5.782516056,95.14672235
4459,[2],NCIH82,Bleomycin,3.231708869,0.468386186,4.10E-06,-5.407823243,3.247658629
4460,[4],NCIH841,Bleomycin,-24.20899705,4.28266924,1.43E-10,-8.381951903,-61.09020866
4461,[3],NCIH889,Bleomycin,47.73548467,0.347907993,0.000477969,-5.36552273,55.50305615
4462,[1],SHP77,Bleomycin,22.14214517,0.325022575,2.09E-05,-5.022276395,22.53290209
4463,[4],SW1271,Bleomycin,75.18595063,0.239345256,,-5.924453039,71.87628206
4464,[1],CORL88,BLZ-945,98.28112233,0.086467228,,-5.634512015,99.40240802
4465,[3],CORL47,BLZ-945,95.76601567,0.162528561,,-8.161150909,101.8569303
4466,[4],DMS114,BLZ-945,85.24399219,0.019500582,,-5.092051478,88.92881549
4467,[1],DMS53,BLZ-945,95.73734734,0.036263183,,-5.850780887,97.63542029
4468,[3],DMS79,BLZ-945,99.38489515,0.023943322,,-9.920818754,95.71195994
4469,[4],NCIH1048,BLZ-945,86.77687466,0.027087,,-5.145086978,86.31498944
4470,[3],NCIH1105,BLZ-945,94.53960251,0.057107223,,-6.045757491,96.13918763
4471,[4],NCIH1341,BLZ-945,85.87249654,0.042185883,,-5.253365801,84.86716747
4472,[3],NCIH1436,BLZ-945,90.0902881,0.212348372,,-7.142667504,79.9185371
4473,[3],NCIH146,BLZ-945,77.93265228,0.012032218,,-4.987162775,86.13179738
4474,[2],NCIH1694,BLZ-945,93.93117478,0.219969801,,-8.375717904,94.8033434
4475,[3],NCIH1836,BLZ-945,95.02682152,0.02708914,,-5.543633967,96.86896321
4476,[3],NCIH1876,BLZ-945,92.96115793,0.24395229,,-8.111820506,96.3916381
4477,[3],NCIH1930,BLZ-945,51.6678643,1.849889334,,-6.872895202,66.69356761
4478,[4],NCIH196,BLZ-945,80.94418339,0.019250205,,-4.906578315,81.22665034
4479,[3],NCIH1963,BLZ-945,62.00649071,2.547200276,,-4.982966661,96.01601567
4480,[4],NCIH2066,BLZ-945,94.49127618,0.31578272,,-6.095825632,99.52614452
4481,[3],NCIH209,BLZ-945,130.3605502,0,,2.112874552,109.4475386
4482,[4],NCIH211,BLZ-945,32.24330675,0.081962228,3.10E-05,-4.809668302,31.26472619
4483,,NCIH2141,BLZ-945,96.49352539,0.07123615,,-7.031517051,98.17317323
4484,[2],NCIH2171,BLZ-945,98.43354712,0.038778758,,-6.872895202,103.0592221
4485,[2],NCIH446,BLZ-945,36.31986966,0.044986302,2.71E-05,-4.826813732,35.28287328
4486,[1],NCIH510,BLZ-945,95.01735371,0.093773624,,-6.882728704,93.06094351
4487,[2],NCIH524,BLZ-945,76.60796325,0.911378555,,-6.661543506,84.01455336
4488,[2],NCIH526,BLZ-945,88.80998175,0.348645286,,-7.01278077,92.93488267
4489,[3],NCIH69,BLZ-945,43.27991202,1.793991525,1.45E+12,-6.665546249,60.35047754
4490,,NCIH69/CPR,BLZ-945,74.10257024,0.978518394,,-6.756961951,86.36101741
4491,,NCIH69/LX10,BLZ-945,78.08730908,0.065767745,,-5.294992041,77.65528034
4492,,NCIH69VCR/R,BLZ-945,62.69909339,0.215745925,,-5.467245621,61.68241321
4493,[2],NCIH82,BLZ-945,25.14807165,2.297859959,0.519856644,-6.333482019,37.21644385
4494,[4],NCIH841,BLZ-945,95.07933732,0.014652997,,-5.286509457,95.29324757
4495,[3],NCIH889,BLZ-945,-338.4514836,0.014095469,1.17E-05,-4.790484985,-320.5547259
4496,[1],SHP77,BLZ-945,100.4082602,0,,-4.804100348,103.8172149
4497,[4],SW1271,BLZ-945,92.75619162,0.040044172,,-5.552841969,90.65645953
4498,[1],COLO668,BML-277,79.70266979,0.059135239,,-5.266000713,75.85315912
4499,[1],CORL88,BML-277,95.82377267,0.177885264,,-7.739928612,94.19493735
4500,[3],CORL47,BML-277,76.62535349,0.756175076,,-6.647817482,85.80670725
4501,[4],DMS114,BML-277,2.124444691,2.735256349,2.44E-06,-5.882728704,3.748633929
4502,[2],DMS273,BML-277,94.67489165,0.049250077,,-5.920818754,94.03207781
4503,[1],DMS53,BML-277,59.30204968,0.157965438,,-5.381951903,58.34068727
4504,[3],DMS79,BML-277,-70.99379206,0.027720614,1.70E-05,-4.625251654,-70.3113367
4505,[4],NCIH1048,BML-277,69.4797719,0.110097001,,-5.344861565,69.21524409
4506,[3],NCIH1092,BML-277,77.84893044,0.03265359,,-5.005243055,78.60904568
4507,[3],NCIH1105,BML-277,66.88509562,0.075108465,,-5.161150909,69.41119853
4508,[4],NCIH1341,BML-277,70.19454271,0.11994088,,-5.401209493,69.96208643
4509,[3],NCIH1436,BML-277,53.34223324,1.647772888,,-8.627087997,70.63575187
4510,[3],NCIH146,BML-277,52.57506503,0.160276279,,-4.756961951,50.95515208
4511,[3],NCIH1618,BML-277,-35.4960196,0.162702835,1.62E-05,-4.573488739,-34.14028882
4512,[2],NCIH1694,BML-277,65.8352125,0.131810502,,-5.382999659,63.00710119
4513,[3],NCIH1836,BML-277,-45.09425412,0.18569652,1.61E-05,-4.507239611,-43.94065133
4514,[3],NCIH1876,BML-277,73.00811263,0.161277813,,-5.500312917,77.14835568
4515,[3],NCIH1930,BML-277,83.58214224,0.034488409,,-5.173925197,87.69440512
4516,[4],NCIH196,BML-277,54.23417868,1.688051637,,-6.679853714,69.76605395
4517,[3],NCIH1963,BML-277,143.7876713,0,,-7.36251027,112.4735502
4518,[1],NCIH2029,BML-277,79.43367622,0.094972414,,-5.462180905,78.89074504
4519,[4],NCIH2066,BML-277,65.97228956,0.366050743,,-5.146301788,63.73264549
4520,[3],NCIH2081,BML-277,53.65821316,0.130815855,,-5.154281982,52.68789004
4521,[3],NCIH209,BML-277,37.49464409,0.299937867,0.000283203,-4.744727495,37.30341976
4522,[4],NCIH211,BML-277,49.88401037,0.150116548,0.000172337,-5.218244625,48.72030988
4523,,NCIH2141,BML-277,66.44864381,0.109883452,,-5.254925208,64.38651653
4524,[2],NCIH2171,BML-277,67.36871946,0.157338457,,-5.474955193,69.2371628
4525,[2],NCIH446,BML-277,63.01700257,0.087983206,,-5.168130226,63.66804635
4526,[1],NCIH510,BML-277,45.9394709,0.112239729,0.000124872,-4.869666232,44.12535655
4527,[2],NCIH524,BML-277,75.93666987,0.01618079,,-4.950781977,77.65617739
4528,[2],NCIH526,BML-277,57.06251076,0.096953379,,-5.079876674,57.09223188
4529,[3],NCIH69,BML-277,78.91535086,0.072816885,,-5.342944147,79.40520409
4530,,NCIH69/CPR,BML-277,89.52541013,0.059703208,,-5.57024772,90.60150341
4531,,NCIH69/LX10,BML-277,92.13692027,0.047423559,,-5.603800653,91.77728573
4532,,NCIH69VCR/R,BML-277,57.91332827,1.289496019,,-6.573488739,73.02433548
4533,[2],NCIH82,BML-277,76.60552584,0.072877422,,-5.295849483,77.36689407
4534,[4],NCIH841,BML-277,67.86885925,0.13357754,,-5.412289035,65.73960717
4535,[3],NCIH889,BML-277,76.87075895,0.079346107,,-5.316952962,77.40261482
4536,[1],SHP77,BML-277,93.12200932,0.057319422,,-5.832682665,94.58103295
4537,[4],SW1271,BML-277,59.91116222,0.056439145,,-5.073657553,57.99413737
4538,[1],COLO668,BMN-673,-1.048583779,2.050157468,9.26E-08,-7.024108864,-1.075698701
4539,[1],CORL88,BMN-673,89.51927558,0.2814783,,-6.924453039,81.00722977
4540,[3],CORL47,BMN-673,97.92062049,0.104377468,,-6.978810701,98.25584557
4541,[4],DMS114,BMN-673,-22.82996188,1.044848958,2.72E-06,-5.141462802,-21.87913945
4542,[2],DMS273,BMN-673,17.43682902,0.975769606,1.01E-06,-6.163043263,16.91877816
4543,[1],DMS53,BMN-673,-4.541515315,1.18327248,4.08E-06,-5.262807357,-4.710470303
4544,[3],DMS79,BMN-673,40.83821589,1.795385346,3.92E-08,-8.034798299,42.14569989
4545,[4],NCIH1048,BMN-673,2.102324359,3.018752676,8.83E-09,-8.080398976,2.620482169
4546,[3],NCIH1092,BMN-673,39.32134799,1.829185208,1.24E-07,-8.007004902,41.77768501
4547,[3],NCIH1105,BMN-673,7.400097123,1.678575562,1.74E-07,-6.812479279,7.117839144
4548,[4],NCIH1341,BMN-673,18.91189688,0.497345606,3.19E-06,-5.600326279,19.34268536
4549,[3],NCIH1436,BMN-673,76.44005546,0.673018465,,-7.8569852,75.70411818
4550,[3],NCIH146,BMN-673,23.11781927,3.208210318,2.75E-09,-9.232102384,40.96878853
4551,[3],NCIH1618,BMN-673,6.630988202,2.166093766,5.40E-08,-7.319664487,6.506205649
4552,[2],NCIH1694,BMN-673,1.03378834,1.537404829,2.88E-07,-6.548213564,0.962834284
4553,[3],NCIH1836,BMN-673,41.68994993,1.002695662,4.42E-05,-6.434152181,45.56264886
4554,[3],NCIH1876,BMN-673,1.505423345,2.71621799,1.89E-08,-7.744727495,1.515985457
4555,[3],NCIH1930,BMN-673,2.965674123,2.517075953,2.67E-08,-7.59345982,2.880814228
4556,[4],NCIH196,BMN-673,65.66990635,0.532783244,,-6.527243551,62.81859131
4557,[3],NCIH1963,BMN-673,59.63076763,0.688942431,,-6.705533774,46.54094772
4558,[1],NCIH2029,BMN-673,83.65547645,0.100084026,,-5.596879479,85.17338106
4559,[4],NCIH2066,BMN-673,62.2911025,0.18640038,,-5.164309429,58.68890715
4560,[3],NCIH2081,BMN-673,13.00442359,1.928767712,7.90E-08,-7.216096421,13.01480829
4561,[3],NCIH209,BMN-673,0.122882954,3.412702378,3.86E-09,-8.415668776,0.165786676
4562,[4],NCIH211,BMN-673,9.55108535,2.950961071,6.34E-09,-8.262807357,10.12087506
4563,,NCIH2141,BMN-673,17.15140185,1.463328325,3.02E-07,-6.744727495,16.20684917
4564,[2],NCIH2171,BMN-673,25.97494347,2.332670586,2.91E-08,-8.140861703,30.25964198
4565,[2],NCIH446,BMN-673,89.06811029,0.246611533,,-7.255707017,100.5425556
4566,[1],NCIH510,BMN-673,41.68994993,1.002695662,4.42E-05,-6.434152181,45.56264886
4567,[2],NCIH524,BMN-673,54.66880739,1.451609959,,-8.202040356,51.59716296
4568,[2],NCIH526,BMN-673,-0.217863699,2.848916358,1.43E-08,-7.841637508,-0.213457982
4569,[3],NCIH69,BMN-673,25.70818557,2.390542343,3.72E-08,-8.195860568,33.04003634
4570,,NCIH69/CPR,BMN-673,44.83484151,1.006225163,7.21E-07,-6.823908741,45.06244845
4571,,NCIH69/LX10,BMN-673,64.76354877,0.4752195,,-6.347753659,66.063893
4572,,NCIH69VCR/R,BMN-673,82.50620418,0.418225705,,-7.390405591,80.25420816
4573,[2],NCIH82,BMN-673,43.1343983,1.094647115,5.27E-07,-6.924453039,42.3672547
4574,[4],NCIH841,BMN-673,43.31385279,0.468640189,9.63E-06,-5.779891912,41.85003698
4575,[3],NCIH889,BMN-673,85.97989685,0.201616418,,-6.40560745,81.29300494
4576,[1],SHP77,BMN-673,78.22929994,0.383849297,,-6.749579998,75.84972523
4577,[4],SW1271,BMN-673,48.6088724,0.967290372,29.94253717,-5.987162775,51.40177639
4578,[1],COLO668,BMN-673 (inactive enantiomer),93.25852872,0.067382083,,-5.906578315,95.18147239
4579,[1],CORL88,BMN-673 (inactive enantiomer),81.72884443,0.700594489,,-7.013228266,92.02474643
4580,[3],CORL47,BMN-673 (inactive enantiomer),93.14663626,0.192713359,,-7.812479279,97.52292464
4581,[4],DMS114,BMN-673 (inactive enantiomer),79.57891294,0.85660583,,-9.195860568,91.07519935
4582,[2],DMS273,BMN-673 (inactive enantiomer),96.11468329,0.215584505,,-6.432973634,100.3657128
4583,[1],DMS53,BMN-673 (inactive enantiomer),87.41651556,0.118662825,,-5.614393726,87.82576795
4584,[3],DMS79,BMN-673 (inactive enantiomer),55.10336873,1.49893194,,-6.906578315,68.95433818
4585,[4],NCIH1048,BMN-673 (inactive enantiomer),7.053504549,0.09733828,5.03E-05,-4.368556231,7.009036958
4586,[3],NCIH1092,BMN-673 (inactive enantiomer),27.45066528,2.557266571,2.17E+28,-9.169411331,43.92344997
4587,[4],NCIH1341,BMN-673 (inactive enantiomer),64.20879663,1.36012196,,-6.886056648,78.90347703
4588,[3],NCIH1436,BMN-673 (inactive enantiomer),96.12138594,0.101628921,,-7.619788758,102.0885415
4589,[3],NCIH146,BMN-673 (inactive enantiomer),86.75734874,0.280809297,,-7.120330794,93.28760318
4590,[3],NCIH1618,BMN-673 (inactive enantiomer),88.7745137,0.137122108,,-5.991399828,94.27188771
4591,[3],NCIH1836,BMN-673 (inactive enantiomer),95.13242107,0.003879007,,-4.958607315,92.72881753
4592,[3],NCIH1876,BMN-673 (inactive enantiomer),63.56052769,0.285846135,,-5.705533774,64.38397587
4593,[3],NCIH1930,BMN-673 (inactive enantiomer),76.5211794,0.227108328,,-5.555955204,79.33060897
4594,[4],NCIH196,BMN-673 (inactive enantiomer),98.16073716,0.081474689,,-7.130181792,101.3287121
4595,[3],NCIH1963,BMN-673 (inactive enantiomer),71.09509362,0.17086918,,-5.518557371,74.60329985
4596,[1],NCIH2029,BMN-673 (inactive enantiomer),63.8456029,1.345962012,,-7.034798299,80.64261303
4597,[4],NCIH2066,BMN-673 (inactive enantiomer),88.62309,0.377307948,,-7.4225082,95.54747364
4598,[3],NCIH2081,BMN-673 (inactive enantiomer),100.5098343,0,,-8.327902142,101.2700427
4599,[3],NCIH209,BMN-673 (inactive enantiomer),70.84890657,0.141697582,,-5.485452247,66.59106352
4600,[4],NCIH211,BMN-673 (inactive enantiomer),32.32863515,0.289066246,1.09E-05,-5.314258261,31.5235686
4601,,NCIH2141,BMN-673 (inactive enantiomer),93.84296479,0.048117849,,-5.630784143,93.52097839
4602,[2],NCIH2171,BMN-673 (inactive enantiomer),73.9357209,0.184175682,,-5.616184634,76.0086204
4603,[2],NCIH446,BMN-673 (inactive enantiomer),54.2696294,1.738702333,,-6.457174573,70.71489588
4604,[1],NCIH510,BMN-673 (inactive enantiomer),95.13242107,0.003879007,,-4.958607315,92.72881753
4605,[2],NCIH524,BMN-673 (inactive enantiomer),90.57666728,0.104543604,,-6.109578981,89.02594359
4606,[2],NCIH526,BMN-673 (inactive enantiomer),73.3275054,0.179679253,,-5.296708622,73.90183993
4607,[3],NCIH69,BMN-673 (inactive enantiomer),78.032771,0.227304364,,-5.739928612,81.43184737
4608,,NCIH69/CPR,BMN-673 (inactive enantiomer),96.33876133,0.164451165,,-7.505845406,97.51527196
4609,,NCIH69/LX10,BMN-673 (inactive enantiomer),49.27400721,1.592742364,1.34E+32,-6.588380294,68.5970663
4610,,NCIH69VCR/R,BMN-673 (inactive enantiomer),97.68090299,0.031014674,,-5.928117993,99.34065362
4611,[4],NCIH841,BMN-673 (inactive enantiomer),60.33400401,1.27780893,,-6.534617149,75.15339219
4612,[3],NCIH889,BMN-673 (inactive enantiomer),58.25513786,1.756511608,,-9.207608311,97.78903936
4613,[1],SHP77,BMN-673 (inactive enantiomer),101.9011258,0,,-8.756961951,98.88451449
4614,[4],SW1271,BMN-673 (inactive enantiomer),95.08099524,0.217050202,,-6.749579998,100.3682481
4615,[1],COLO668,BMN-673 (racemate),-4.818826665,1.868242085,1.55E-07,-6.759450752,-5.163866899
4616,[1],CORL88,BMN-673 (racemate),94.48818737,0.332549955,,-5.966576245,89.96006531
4617,[3],CORL47,BMN-673 (racemate),93.94692104,0.225234879,,-7.277366077,93.68959472
4618,[4],DMS114,BMN-673 (racemate),-73.04297488,5.508699541,2.03E-18,-6.163043263,-308.0044787
4619,[2],DMS273,BMN-673 (racemate),-2.409632354,0.807839127,2.32E-06,-5.605548319,-2.548376496
4620,[1],DMS53,BMN-673 (racemate),10.49632333,1.015177985,1.58E-05,-5.165579296,10.13162658
4621,[3],DMS79,BMN-673 (racemate),50.10870977,1.324968269,,-7.655607726,45.9435137
4622,[4],NCIH1048,BMN-673 (racemate),2.872564184,2.480179474,3.04E-08,-7.549750892,3.204150277
4623,[3],NCIH1092,BMN-673 (racemate),53.76844588,1.129849217,,-7.443697499,49.48776562
4624,[3],NCIH1105,BMN-673 (racemate),1.449625778,1.415363956,3.80E-07,-6.43062609,1.457108423
4625,[4],NCIH1341,BMN-673 (racemate),13.55831558,0.24964798,7.82E-06,-5.187755303,13.4429518
4626,[3],NCIH1436,BMN-673 (racemate),67.20545037,0.78630547,,-7.30980392,72.28714184
4627,[3],NCIH146,BMN-673 (racemate),17.58019732,2.917933553,1.51E-08,-8.55129368,29.53008612
4628,[3],NCIH1618,BMN-673 (racemate),3.964814233,2.059623002,7.94E-08,-7.139661993,4.118740668
4629,[2],NCIH1694,BMN-673 (racemate),-0.302324065,1.236801695,5.96E-07,-6.222573178,-0.282716498
4630,[3],NCIH1836,BMN-673 (racemate),56.79704632,0.710599506,,-6.473660723,58.15964103
4631,[3],NCIH1876,BMN-673 (racemate),0.270014539,2.602592639,2.66E-08,-7.578396073,0.300318876
4632,[3],NCIH1930,BMN-673 (racemate),1.966164146,2.17193052,6.33E-08,-7.21395879,2.16727012
4633,[4],NCIH196,BMN-673 (racemate),64.40897906,0.463143336,,-6.245651664,65.55689018
4634,[3],NCIH1963,BMN-673 (racemate),51.56010329,0.811184085,,-6.673664139,54.45181642
4635,[1],NCIH2029,BMN-673 (racemate),89.31037921,0.063281134,,-5.548213564,87.51596907
4636,[4],NCIH2066,BMN-673 (racemate),81.07261583,0.007217862,,-4.962573502,74.54648621
4637,[3],NCIH2081,BMN-673 (racemate),14.22050463,1.621604628,1.82E-07,-6.886056648,13.59877788
4638,[3],NCIH209,BMN-673 (racemate),-0.546948877,2.69174651,2.13E-08,-7.663540266,-0.708736927
4639,[4],NCIH211,BMN-673 (racemate),10.83376336,2.63800138,1.31E-08,-7.958607315,10.36378016
4640,,NCIH2141,BMN-673 (racemate),12.08099139,1.23622,6.85E-07,-6.337242168,12.02853598
4641,[2],NCIH2171,BMN-673 (racemate),34.27686697,1.630004436,1.47E-07,-7.473660723,35.11229084
4642,[2],NCIH446,BMN-673 (racemate),84.17121054,0.226601288,,-6.43062609,93.21476985
4643,[1],NCIH510,BMN-673 (racemate),56.79704632,0.710599506,,-6.473660723,58.15964103
4644,[2],NCIH524,BMN-673 (racemate),47.53382201,1.559140581,3.06E-07,-7.970616222,50.61548732
4645,[2],NCIH526,BMN-673 (racemate),-0.601201936,3.072716187,8.77E-09,-8.048662481,-0.848560993
4646,[3],NCIH69,BMN-673 (racemate),23.40047498,2.411674383,4.03E-08,-8.113509275,33.05235556
4647,,NCIH69/CPR,BMN-673 (racemate),44.02967369,0.883696449,1.81E-06,-6.571865206,40.09918888
4648,,NCIH69/LX10,BMN-673 (racemate),66.13306169,0.345936413,,-6.01188716,66.5928682
4649,,NCIH69VCR/R,BMN-673 (racemate),84.17654526,0.349947326,,-7.211831629,76.80138375
4650,[2],NCIH82,BMN-673 (racemate),40.90718094,1.004929435,1.02E-06,-6.694648631,41.13490827
4651,[4],NCIH841,BMN-673 (racemate),3.221338963,0.424344178,2.03E-05,-4.747146969,3.133730955
4652,[3],NCIH889,BMN-673 (racemate),76.43196011,0.292682264,,-6.090979146,73.91272465
4653,[1],SHP77,BMN-673 (racemate),67.08053203,0.466778176,,-6.294992041,67.72113843
4654,[4],SW1271,BMN-673 (racemate),-42.78441851,4.76385219,7.28E-19,-6.774690718,-129.1995389
4655,[1],COLO668,BMS-299897,95.49793012,0.067394632,,-6.319664487,98.07466902
4656,[1],CORL88,BMS-299897,26.23672172,2.434139987,134.3936843,-7.074687909,38.30313022
4657,[3],CORL47,BMS-299897,107.9318871,0,,-8.151810883,107.4195847
4658,[4],DMS114,BMS-299897,96.54404446,0.159429886,,-7.387216143,95.90416463
4659,[2],DMS273,BMS-299897,21.59723644,2.473202041,0.056307825,-6.603800653,33.1026662
4660,[1],DMS53,BMS-299897,92.19244972,0.03975247,,-5.508638306,88.98993411
4661,[4],NCIH1048,BMS-299897,80.35769622,0.032994558,,-5.108462542,78.90406931
4662,[3],NCIH1092,BMS-299897,96.4742137,0.043883773,,-6.244887734,99.70763447
4663,[3],NCIH1105,BMS-299897,97.07828582,0.062279931,,-7.131355562,101.0199176
4664,[4],NCIH1341,BMS-299897,93.52451804,0.030465934,,-5.467245621,92.82510718
4665,[3],NCIH1436,BMS-299897,97.57104947,0.04855395,,-7,99.60897149
4666,[3],NCIH146,BMS-299897,9.023989707,2.946409123,5.35E-05,-6.677780705,16.31774641
4667,[3],NCIH1618,BMS-299897,92.35951794,0.012948001,,-5.165579296,91.29090602
4668,[2],NCIH1694,BMS-299897,87.61079797,0.051525779,,-5.384049948,88.20059123
4669,[3],NCIH1836,BMS-299897,46.04281062,1.672884085,5.58E+15,-6.46470588,62.03709353
4670,[3],NCIH1876,BMS-299897,44.50903887,1.831453196,1.91E+26,-6.782516056,59.46766509
4671,[3],NCIH1930,BMS-299897,92.76853229,0.012793671,,-5.140861703,96.19259822
4672,[4],NCIH196,BMS-299897,96.48667217,0.043215328,,-6.229884705,95.65450844
4673,[3],NCIH1963,BMS-299897,87.87203835,0.021371228,,-5.175223538,87.83217941
4674,[1],NCIH2029,BMS-299897,93.42458323,0.318152347,,-7.161780778,99.11517101
4675,[4],NCIH2066,BMS-299897,82.16699032,0.691936292,,-8.882728704,87.67090262
4676,[3],NCIH2081,BMS-299897,82.55309915,0.579980389,,-6.617982957,88.17194772
4677,[3],NCIH209,BMS-299897,85.12528008,0.052633507,,-5.351639989,80.45594809
4678,[4],NCIH211,BMS-299897,93.56808307,0.063425712,,-5.690369833,89.92804301
4679,,NCIH2141,BMS-299897,98.8105285,0.049444667,,-7.841637508,99.23096512
4680,[2],NCIH2171,BMS-299897,91.83443676,0.010006048,,-5.119758224,90.08005424
4681,[2],NCIH446,BMS-299897,144.9832331,0,,-4.269217724,116.7227371
4682,[1],NCIH510,BMS-299897,46.04281062,1.672884085,5.58E+15,-6.46470588,62.03709353
4683,[2],NCIH524,BMS-299897,-140.3277777,6.441295418,7.44E-10,-9.319664487,-145.1512066
4684,[2],NCIH526,BMS-299897,85.59167925,0.066113198,,-5.458420756,85.37579811
4685,[3],NCIH69,BMS-299897,35.43423603,0.017460742,2.46E-05,-4.782516056,33.72335438
4686,,NCIH69/CPR,BMS-299897,101.7185671,0,,-8.595166283,102.7026641
4687,,NCIH69/LX10,BMS-299897,38.3791732,2.078073167,530950183.3,-7.673664139,52.5279193
4688,,NCIH69VCR/R,BMS-299897,92.9778628,0.037221075,,-5.525783736,89.17801923
4689,[2],NCIH82,BMS-299897,53.69309461,1.558037428,,-6.966576245,69.41991402
4690,[3],NCIH889,BMS-299897,91.07642202,0.06240105,,-5.669586227,90.273189
4691,[1],SHP77,BMS-299897,90.4616703,0.456216121,,-7.216096421,95.62852601
4692,[4],SW1271,BMS-299897,63.19488075,0.050414519,,-4.779891912,63.21804433
4693,[1],COLO668,BMS-536924,11.49907754,1.131541135,7.23E-07,-6.254925208,11.80653155
4694,[1],CORL88,BMS-536924,88.77082093,0.136218834,,-6.213248578,89.18343907
4695,[3],CORL47,BMS-536924,51.30847679,0.483374741,,-5.777283529,55.13714457
4696,[4],DMS114,BMS-536924,-5.255147668,0.313582828,6.03E-06,-5.19314197,-4.743229301
4697,[2],DMS273,BMS-536924,-3.525941029,0.077197837,2.03E-05,-4.673664139,-3.451609479
4698,[1],DMS53,BMS-536924,9.162445726,0.724380121,8.67E-06,-5.254925208,9.390504727
